1,0.9900,0.000
2,0.9890,-0.040
3,0.9880,0.000
4,0.9870,0.040
5,0.9860,0.050
6,0.9851,-0.040
7,0.9841,0.000
8,0.9831,0.020
9,0.9821,-0.020
10,0.9811,-0.090
11,0.9801,-0.020
12,0.9792,0.000
13,0.9782,-0.020
14,0.9772,0.040
15,0.9762,0.000
16,0.9753,0.000
17,0.9743,-0.020
18,0.9733,0.020
19,0.9723,-0.020
20,0.9714,-0.020
21,0.9704,-0.020
22,0.9694,0.040
23,0.9684,-0.020
24,0.9675,0.000
25,0.9665,0.020
26,0.9655,0.000
27,0.9646,-0.020
28,0.9636,-0.020
29,0.9627,0.040
30,0.9617,-0.020
31,0.9607,0.000
32,0.9598,0.020
33,0.9588,-0.020
34,0.9578,0.000
35,0.9569,-0.020
36,0.9559,0.000
37,0.9550,0.000
38,0.9540,-0.020
39,0.9531,-0.010
40,0.9521,-0.040
41,0.9512,0.000
42,0.9502,0.000
43,0.9493,0.010
44,0.9483,-0.040
45,0.9474,-0.020
46,0.9464,0.000
47,0.9455,0.020
48,0.9445,0.040
49,0.9436,0.030
50,0.9426,0.020
51,0.9417,-0.020
52,0.9408,-0.020
53,0.9398,0.030
54,0.9389,0.000
55,0.9379,-0.030
56,0.9370,0.000
57,0.9361,0.020
58,0.9351,-0.040
59,0.9342,0.000
60,0.9333,0.000
61,0.9323,-0.030
62,0.9314,0.020
63,0.9305,0.000
64,0.9295,0.000
65,0.9286,-0.020
66,0.9277,0.000
67,0.9267,0.010
68,0.9258,-0.020
69,0.9249,0.000
70,0.9240,0.000
71,0.9230,0.000
72,0.9221,-0.020
73,0.9212,-0.020
74,0.9203,-0.010
75,0.9194,-0.010
76,0.9184,0.010
77,0.9175,0.000
78,0.9166,0.020
79,0.9157,-0.020
80,0.9148,-0.020
81,0.9138,0.020
82,0.9129,-0.050
83,0.9120,-0.040
84,0.9111,0.000
85,0.9102,0.000
86,0.9093,0.000
87,0.9084,0.000
88,0.9075,0.000
89,0.9066,-0.040
90,0.9057,0.020
91,0.9048,0.040
92,0.9038,0.000
93,0.9029,-0.040
94,0.9020,0.000
95,0.9011,-0.020
96,0.9002,0.020
97,0.8993,0.000
98,0.8984,0.000
99,0.8975,0.000
100,0.8966,-0.010
101,0.8957,0.000
102,0.8948,0.040
103,0.8940,0.020
104,0.8931,0.000
105,0.8922,-0.040
106,0.8913,0.020
107,0.8904,-0.020
108,0.8895,0.000
109,0.8886,-0.010
110,0.8877,-0.070
111,0.8868,-0.010
112,0.8859,0.020
113,0.8851,0.020
114,0.8842,-0.030
115,0.8833,0.020
116,0.8824,0.000
117,0.8815,-0.040
118,0.8806,0.020
119,0.8798,0.020
120,0.8789,0.040
121,0.8780,-0.020
122,0.8771,0.000
123,0.8762,0.000
124,0.8754,-0.020
125,0.8745,-0.020
126,0.8736,0.020
127,0.8727,-0.050
128,0.8719,0.010
129,0.8710,0.040
130,0.8701,0.000
131,0.8693,-0.030
132,0.8684,0.000
133,0.8675,-0.080
134,0.8667,-0.040
135,0.8658,0.030
136,0.8649,0.010
137,0.8641,-0.020
138,0.8632,0.020
139,0.8623,0.000
140,0.8615,-0.030
141,0.8606,0.000
142,0.8597,-0.050
143,0.8589,0.040
144,0.8580,-0.010
145,0.8572,-0.020
146,0.8563,0.020
147,0.8555,0.040
148,0.8546,0.000
149,0.8537,-0.040
150,0.8529,0.020
151,0.8520,0.020
152,0.8512,0.020
153,0.8503,0.000
154,0.8495,0.000
155,0.8486,0.020
156,0.8478,-0.020
157,0.8469,-0.020
158,0.8461,-0.020
159,0.8452,0.000
160,0.8444,-0.010
161,0.8436,0.020
162,0.8427,0.040
163,0.8419,0.020
164,0.8410,0.020
165,0.8402,0.020
166,0.8393,0.020
167,0.8385,0.020
168,0.8377,0.020
169,0.8368,0.020
170,0.8360,0.000
171,0.8352,0.000
172,0.8343,0.000
173,0.8335,0.040
174,0.8327,0.020
175,0.8318,0.000
176,0.8310,0.020
177,0.8302,0.040
178,0.8293,-0.020
179,0.8285,0.000
180,0.8277,0.000
181,0.8268,-0.020
182,0.8260,0.020
183,0.8252,0.030
184,0.8244,-0.020
185,0.8235,-0.040
186,0.8227,0.000
187,0.8219,-0.020
188,0.8211,0.010
189,0.8203,-0.030
190,0.8194,0.000
191,0.8186,0.000
192,0.8178,-0.010
193,0.8170,0.000
194,0.8162,0.000
195,0.8153,0.070
196,0.8145,0.000
197,0.8137,0.020
198,0.8129,-0.020
199,0.8121,-0.020
200,0.8113,-0.020
201,0.8105,0.000
202,0.8097,0.020
203,0.8088,-0.030
204,0.8080,-0.020
205,0.8072,0.020
206,0.8064,0.040
207,0.8056,0.000
208,0.8048,0.010
209,0.8040,-0.030
210,0.8032,0.020
211,0.8024,0.000
212,0.8016,0.000
213,0.8008,0.010
214,0.8000,-0.020
215,0.7992,0.000
216,0.7984,-0.010
217,0.7976,0.030
218,0.7968,0.000
219,0.7960,0.020
220,0.7952,0.020
221,0.7944,-0.020
222,0.7936,0.010
223,0.7928,-0.020
224,0.7920,-0.020
225,0.7912,-0.060
226,0.7904,0.020
227,0.7897,0.000
228,0.7889,0.020
229,0.7881,0.020
230,0.7873,0.000
231,0.7865,0.020
232,0.7857,-0.020
233,0.7849,-0.040
234,0.7841,-0.020
235,0.7834,-0.010
236,0.7826,0.000
237,0.7818,0.050
238,0.7810,0.020
239,0.7802,0.020
240,0.7794,0.040
241,0.7787,0.020
242,0.7779,-0.020
243,0.7771,0.000
244,0.7763,0.000
245,0.7756,0.000
246,0.7748,0.000
247,0.7740,0.010
248,0.7732,0.020
249,0.7725,0.020
250,0.7717,0.010
251,0.7709,-0.020
252,0.7701,0.000
253,0.7694,0.020
254,0.7686,-0.040
255,0.7678,0.020
256,0.7671,0.010
257,0.7663,-0.020
258,0.7655,0.000
259,0.7648,0.020
260,0.7640,0.020
261,0.7632,-0.010
262,0.7625,0.000
263,0.7617,0.020
264,0.7610,0.010
265,0.7602,0.010
266,0.7594,0.020
267,0.7587,0.020
268,0.7579,0.010
269,0.7572,0.020
270,0.7564,0.020
271,0.7556,0.000
272,0.7549,-0.020
273,0.7541,-0.030
274,0.7534,0.000
275,0.7526,0.030
276,0.7519,0.000
277,0.7511,-0.040
278,0.7504,0.020
279,0.7496,0.010
280,0.7489,-0.020
281,0.7481,0.040
282,0.7474,0.030
283,0.7466,0.050
284,0.7459,0.040
285,0.7451,0.020
286,0.7444,-0.020
287,0.7436,0.000
288,0.7429,0.010
289,0.7422,0.000
290,0.7414,-0.030
291,0.7407,-0.020
292,0.7399,-0.010
293,0.7392,0.000
294,0.7385,-0.040
295,0.7377,0.000
296,0.7370,-0.020
297,0.7362,-0.040
298,0.7355,0.010
299,0.7348,-0.020
300,0.7340,0.010
301,0.7333,0.020
